id,created_at,tweet_id,username,fullname,followers,location,text,retweet_count,favorite_count,clasificacion
106,2017-03-15 19:05:39,"8,42E+31",@ferpacheco81,Fernanda,,,"Vigilia por el feminicidio colectivo de #LasNiñasDeGuatemala. #FueElEstado 
Jueves 18:00 Parque Calderón 
#Cuenca",52,54,activismo
140,2017-03-15 18:02:11,"8,42E+31",@NiUnaMenosChile,#NiUnaMenos Chile,,,"El sábado, 18 de marzo tendremos la VI Asamblea de la Coordinadora Niunamenos Chile. Esta vez nos juntaremos en...",3,1,activismo
144,2017-03-15 17:57:28,"8,42E+31",@MiRadiols,Mi Radio,,,"En @E1Explicacion, @liaalvarado: ""Carabineros fue a marcha de #niunamenos del 8 de marzo y sacó arbitrariamente a algunas manifestantes""",1,1,activismo
145,2017-03-15 17:56:02,"8,42E+31",@aborlone,Andrés Borlone,,,Evento contra el Feminicidio organizado por @GobiernodeChile @Minrel_Chile @MinMujeryEG en el marco @UN_CSW en Naciones Unidas @ChileONU,1,1,activismo
166,2017-03-15 17:30:29,"8,42E+31",@EventosJur,Eventos Jurídicos,,,Mañana en #Madrid Mesa redonda sobre Feminicidio: la lucha contra la impunidad jurídica y social,0,0,activismo
190,2017-03-15 16:45:02,"8,42E+31",@remenaire,Spirou,,,Concentración: Contra el feminicidio colectivo de niñas en Guatemala #FueElEstado,0,0,activismo
191,2017-03-15 16:43:25,"8,42E+31",@Marca_Madrid_,Marca Madrid ™,,,Condenamos la última agresión de violencia machista ocurrida esta mañana en Orcasitas #NiUnaMenos #,0,0,activismo
202,2017-03-15 16:21:45,"8,42E+31",@revistzonalibre,Revista Zonalibre,,,"Rocío de Moreno visitó Babahoyo junto a la Brigada ""Las Manuelas"" @LasManuelasEc #NiUnaMenos #TodaUnaVida",1,2,activismo
242,2017-03-15 15:16:33,"8,42E+31",@ZurekinAhalDugu,Zurekin Ahal Dugu,,,"Contra el FEMINICIDIO COLECTIVO de 43 niñas en Guatemala, nos vemos esta tarde con velas y rosas rojas en la Pza Circular a las 19:00.Acude!",12,10,activismo
254,2017-03-15 14:47:58,"8,42E+31",@Colect_Boreal,Colectivo Boreal,,,SÁBADO 18 Apoyaremos a @femamazonas porque #NoFueElFuego estas niñas son asesinadas por quejarse de violaciones y abusos. #NiUnaMenos,10,5,activismo
264,2017-03-15 14:37:33,"8,42E+31",@antikapitalista,antikapitalistak,,,"Esta tarde a las 19h en Plaza Circular de #Bilbo concentración con velas blancas por las niñas muertas en Guatemala.
Feminicidio colectivo.",6,1,activismo
272,2017-03-15 14:04:42,"8,42E+31",@sol_inter,Solidaridad Inter...,,,Bilbao. Concentración contra el feminicidio colectivo de niñas en Guatemala. Hoy a las 19:00. horas en la PLAZA...,1,1,activismo
281,2017-03-15 13:49:26,"8,42E+31",@con_la_A,Asociación con la A,,,"#Feminicidio: la lucha contra la impunidad jurídica y social. 16 marzo, 19h en @LaCasaEncendida vía @mujeresdeguate:",12,10,activismo
303,2017-03-15 13:11:56,"8,42E+30",@ALBAHIGUERA41,ALBA TERESA,,,"#Feminicidio: la lucha contra la impunidad jurídica y social. 16 marzo, 19h en @LaCasaEncendida vía @mujeresdeguate:",1,3,activismo
321,2017-03-15 12:25:16,"8,42E+31",@bebasoria,Beba de Soria,,,#DíadelaMujer| El miércoles pasado participé de jornada organizada x Fund. Vamos a Andar bajo el lema #VivasnosQueremos en Plaza 25 de Mayo.,1,4,activismo
340,2017-03-15 11:47:21,"8,42E+31",@IU_Mostoles,IU-UP Móstoles,,,En concentración ante Embajada de #Guatemala. No al feminicidio #NosQueremosVivas #FueElEstado,0,0,activismo
343,2017-03-15 11:42:25,"8,42E+30",@minmaculadahhc,Colegio MªInmaculada,,,Charla para 4° ESO sobre Violencia de Género y para identificar violencias machistas por @policia #niunamenos #vivasnosqueremos,3,9,activismo
347,2017-03-15 11:20:06,"8,42E+31",@consaludmental,SALUD MENTAL ESPAÑA,,,El 31 de marzo en @ParlamentoAnd @FeafesAndalucia organiza estas jornadas sobre violencia machista #NiunaMenos,0,3,activismo
361,2017-03-15 10:24:14,"8,42E+31",@ChaviztaNews,ChavezNews,,,Concentración: Contra el feminicidio colectivo de niñas en Guatemala #FueElEstado,1,0,activismo
364,2017-03-15 10:00:12,"8,42E+31",@feminicidio,Feminicidio·net,,,"#FueElEstado 
Hoy, a las 12 horas, nos manifestamos contra el #feminicidio colectivo de niñas frente a la embajada de #Guatemala
#NiUnaMenos",43,33,activismo
475,2017-03-15 0:30:12,"8,42E+31",@E1Explicacion,#ExijoUnaExplicación,,,"Mañana tendremos un programazo. Dialogaremos cn @liaalvarado (@NiUnaMenos_) y Andrés Hurtado (IPP UCN) d participación.

Conduce @Danyhenrie",2,2,activismo
532,2017-03-14 22:35:50,"8,42E+31",@ateprensa,Prensa ATE Nacional,,,"Convocatoria de las compañeras de ATE INTI al Paro por el Día Internacional de la Mujer Trabajadora!
#8DeMarzo #Diadelamujer #NiUnaMenos",0,1,activismo
538,2017-03-14 22:18:59,"8,42E+31",@InterculturaNrd,Interculturalidad,,,"Mañana a las 12h concentración frente a la Embajada de Guatemala contra el feminicidio de niñas, vente con flores rojas #fueElEstado",6,8,activismo
568,2017-03-14 21:32:36,"8,42E+31",@FilmFemicidio,FilmFemicidio,,,El Combinado Argentino de Danza bailando y cantando a propósito del #8M #VivasNosQueremos #danza ¡Abrazos a las...,0,0,activismo
906,2017-03-14 14:18:32,"8,42E+31",@GonzaloLeiva25,Gonzalo Leiva,,,"#Racing 
Charla sobre violencia de genero.
Jueves 16/3 19hs 
#Niunamenos
#UnaMas

Organiza: mujeres de #PorYParaRacing",8,12,activismo
1058,2017-03-14 7:58:55,"8,42E+31",@marealatinoame1,MareaLatinoamericana,,,"#Madrid. Concentración este miércoles 15, frente Embajada de Guatemala. Basta de feminicidios #NosQueremosVivas #NiUnaMenos #FueEstado",1,1,activismo
2436,2017-05-17 22:45:27,"8,65E+31",@NiunamenosTuc,NiUnaMenosTucuman,,,"Susy Shock se acercó a la plaza para acompañar la actividad del colectivo #NiUnaMenos contra la discriminación a lesbianas, gays y travestis",1,1,activismo
2457,2017-05-17 22:23:27,"8,65E+31",@Yosoy132Chitown,#Yosoy132Chicago,,,"26 de Mayo 
Volvemos a la esquina 18th & Blue Island 
en #Pilsen barrio trinchera 
por #VivasNosQueremos #Nosfaltanmiles #Nossiguenmatando",0,0,activismo
2460,2017-05-17 22:17:25,"8,65E+31",@DiakoniaGuate,Diakonia Guatemala,,,Acción global para que se haga justicia y se garantice la #NoRepetición #NosDuelen56 #NiUnaMenos,10,11,activismo
2463,2017-05-17 22:11:21,"8,65E+31",@mujeresNEtdf,Mujeres EncuentroTDF,,,Empoderamiento femenino #NiUnaMenos camino al 3 de Junio,9,8,activismo
2464,2017-05-17 22:09:23,"8,65E+31",@tipstonga,Pablo Balonga,,,"mientras tanto en argieland ... no se respeta la decisión de la mujer que quiere abortar , hipócritas.
#AbortoLegalYa #NiUnaMenos",1,1,activismo
2471,2017-05-17 22:01:57,"8,65E+31",@GobAntioquia,Gobernación,,,"#CódigoFucsia | #NiUnaMás #NiUnaMenos ¡Mujeres visibles, mujeres seguras!",5,4,activismo
2476,2017-05-17 21:48:14,"8,65E+30",@LorenaUribe9,Lorena Uribe,,,Se acerca el 3 de Junio y nos organizamos para decir #NiUnaMenos Si sos de #RíoGrande te esperamos!,3,11,activismo
2490,2017-05-17 21:22:26,"8,65E+31",@PalFantini,pal,,,"SI TOCAN UNA, NOS TOCAN A TODXS. 
EL FEMICIDIO SE PUSO DE MODA. 
PAREN DE MATARNOS.",0,1,activismo
2491,2017-05-17 21:19:14,"8,65E+31",@robertoperezpy,Roberto Pérez,,,"""Estamos preparando un curso sobre feminicidio, en la Asociación de Juezas del Paraguay"" Dra. Jovita Rojas #JADpy",1,2,activismo
2503,2017-05-17 21:03:20,"8,65E+31",@Siempre_Nivia,Siempre_Nivia,,,"#niunamenos encontre esto en Facebook, por favor RT para evitar una nueva víctima.
Que rabia estos hdp!!",0,0,activismo
2507,2017-05-17 21:01:32,"8,65E+31",@LaTecnoFM,La Tecno,,,"#NosDuelen56 #NosFaltan41 #NiUnaMenos Ana Rubidia Chocooj Chutá, 16 años.
Justicia por #LasNiñasDeGuatemala
Ilustración: Claudia Navarro",3,0,activismo
2524,2017-05-17 20:41:19,"8,65E+30",@LocaXViciconte,daychu,,,#NIUNAMENOS @combatearg,145,32,activismo
2526,2017-05-17 20:37:31,"8,65E+31",@TaniaPariona,Tania Pariona Tarqui,,,#FEMINICIDIO condenamos crimen exigimos se investigue para hallar responsables #NiUnaMenos @Mov_NuevoPeru @DEMUS_f @diariocorreo #Ayacucho,5,1,activismo
2533,2017-05-17 20:25:33,"8,65E+31",@ReporteYucatan,Reporte Yucatán,,,Fuerzas políticas se unen contra el Feminicidio @CongresoYucatan,0,0,activismo
2541,2017-05-17 20:12:40,"8,65E+31",@danisesto,D@N!®,,,"#NiUnaMenos es un tema de #Todos compartir es ayudar!! Tú seguridad está en tus manos, vení y…",0,0,activismo
2544,2017-05-17 20:08:29,"8,65E+31",@ximecalamora,ximecalamora,,,#VivasNosQueremos,2,0,activismo
2545,2017-05-17 20:07:25,"8,65E+31",@Julieta_Nu,Juliet 🕉 🌟 🌹,,,20 de mayo en don Bosco 47 muestra de Teatro sobre #NIUNAMENOS,1,2,activismo
2546,2017-05-17 20:07:04,"8,65E+30",@colectivomasde8,Más de 8,,,Se hizo #JusticiaParaEvelin. Un truinfo para quienes esperamos se sostenga y se multiplique para todos los casos de feminicidio en Imbabura.,1,0,activismo
2554,2017-05-17 19:45:59,"8,65E+31",@fotoescondida,FOTO ESCONDIDA,,,En #RioGallegos El pueblo marcha en repudio a la violencia ejercida por el titular de la CPS de #SantaCruz #NiUnaMenos,0,1,activismo
2556,2017-05-17 19:44:51,"8,65E+31",@ReporterosMayab,Reporteros del Mayab,,,PARTIDOS POLÍTICOS HACEN TREGUA Y SE UNEN EN CONTRA DEL FEMINICIDIO,0,0,activismo
2566,2017-05-17 19:33:25,"8,65E+31",@BDucant,betina ducant,,,#NOSESTANMATANDO#NIUNAMENOS @MercedesMorrook MAR DEL PLATA,1,1,activismo
2572,2017-05-17 19:22:09,"8,65E+31",@PlaExNoMachismo,HombrexNoMachismo,,,Sergio y Conrado de AvuelaPluma y Amantes Dementes dejan este video msj de apoyo para tod@s los que formamos @PlaExNoMachismo #NiUnaMenos,3,4,activismo
2573,2017-05-17 19:21:34,"8,65E+31",@liliangalan1,lilian galan,,,Otra vez a las calles por un nuevo femicidio. Ni una muerta más! Ni una mujer menos! #NiUnaMenos,5,1,activismo
2575,2017-05-17 19:16:21,"8,65E+31",@jverapiedra,JaimeVeraPiedra,,,@PoliciaPeru @FiscaliaPeru @CarlosBasombrio @NiUnaMenos_ Atención a esta grave denuncia!,0,0,activismo
2576,2017-05-17 19:15:47,"8,65E+31",@aayelen,Cosme Fulanita,,,#LibertadParaHigui! Sin ella tampoco hay #NiUnaMenos,1,1,activismo
2580,2017-05-17 19:09:25,"8,65E+31",@PDTSalta,PDT Salta,,,"En la radio abierta contra los Femicidios, por #NiUnaMenos #ElEstadoEsResponsable Eva Erazo de Tribuna Docente: Educación Sexual y Estado",5,2,activismo
2581,2017-05-17 19:07:47,"8,65E+31",@POSalta,PO Salta,,,"RADIO ABIERTA: ¡Basta de femicidios! 
#FueraCalletti #NiUnaMenos #ElEstadoEsResponsable

Con…",5,1,activismo
2583,2017-05-17 19:03:50,"8,65E+31",@UNdelOeste,UN del Oeste,,,#ViolenciaDeGénero Invitación a una mesa de debate sobre violencia de género en la #UNO #NiUnaMenos,1,1,activismo
2584,2017-05-17 19:03:24,"8,65E+31",@ArgentinaEnRed,no nos callaran,,,#NiUnaMenos #niunamas,5,3,activismo
2586,2017-05-17 19:02:26,"8,65E+30",@radamfatima,maria fatima rada,,,#VivasNosQueremos Daiana 11 dias sin aparecer. Sumaron los.perros q encontraron a Araceli. La esoeranza no la.perdemos Viva la queremos!,1,0,activismo
2590,2017-05-17 18:58:42,"8,65E+30",@PrensaComunitar,PrensaComunitaria,,,#VivasNosQueremos Costa Rica solicita apoyo en difundir esta información:,16,13,activismo
2594,2017-05-17 18:53:13,"8,65E+31",@Morganaserra,Culpable soy,,,Antes de que sea tarde!! #Niunamenos @edgardolazo @LuisMesina1 @schwarzpablo @RoloHahn @labeasanchez @PamJiles,5,1,activismo
2599,2017-05-17 18:47:15,"8,65E+31",@maarriola,Marce AKD,,,Todos peleando x #NiUnaMenos y esta clase d poca cosa hacen esto. #BastaDeViolencia. #NosQueremosVivas,0,1,activismo
2606,2017-05-17 18:38:26,"8,65E+31",@ContingenteMX,Compas ContingenteMX,,,Lesvy Osorio ¡Presente! ¡Ahora y siempre! #NiUnaMenos,2,0,activismo
2609,2017-05-17 18:36:15,"8,65E+31",@PDI_Ohiggins,PDI_Ohiggins,,,"Campaña de la PDI contra el Femicidio ""No dejemos que la evidencia hable"" junto a @IntendenciaLBO y @SernamOHiggins",2,2,activismo
2611,2017-05-17 18:32:28,"8,65E+31",@irina_cos,Irina,,,"Sobre femicidios, el empoderamiento y las exclusiones. Ante tanta mierda: HERMANDAD DE MUJERES #VivasNosQueremos",1,1,activismo
2612,2017-05-17 18:31:38,"8,65E+31",@fedoraletelier,fedoraletelier,,,"""Todos y Todas ,Amigas y Amigos, Chilenos Chilenas,Niños y Niñas"" Femicidio etc IDIOMA IDEOLOGIA GÉNERO IMPONEN!",6,6,activismo
2619,2017-05-17 18:21:27,"8,65E+31",@expresate1000,rafelina.P,,,"Visita nuestra pagina de facebook y forma parte de esta gran iniciativa contra el feminicidio.

@expresate1000",0,0,activismo
2620,2017-05-17 18:20:08,"8,65E+31",@La_Coperacha,La Coperacha,,,"#Cooperativas piden justicia para #Lesvy 
Piden detener violencia de género 
#NiUnaMenos",2,0,activismo
2622,2017-05-17 18:11:20,"8,65E+31",@ChileAtiende,ChileAtiende Oficial,,,"#NiUnaMenos
¡No más #femicidios! 
Si eres testigo o sufres de violencia intrafamiliar, llama al 134",3,2,activismo
2626,2017-05-17 18:05:08,"8,65E+30",@sharon_ulloa,Sharon Ulloa,,,¡No más femicidios! ¡Alto al femicidio! #amorpropio,0,5,activismo
2627,2017-05-17 18:05:07,"8,65E+31",@clasicsfm,Clasics FM,,,Cómo evitar un #feminicidio con esta ‘guía’ para no ser #víctima de #violencia...,0,0,activismo
2628,2017-05-17 18:04:56,"8,65E+30",@PabloEstebanCS,#14: Correa,,,"Y el #niunamenos, por supuesto",0,0,activismo
2631,2017-05-17 18:01:34,"8,65E+31",@LaTecnoFM,La Tecno,,,"#NosDuelen56 #NosFaltan41 #NiUnaMenos Ana Nohemí Morales Galindo, 16 años.
Justicia por #LasNiñasDeGuatemala
Ilustración: Cintia Bolio",0,0,activismo
2637,2017-05-17 17:54:35,"8,65E+31",@sofiabloem,Sofia Carpio,,,"Violada, golpeada y callada vía @RFI_Espanol @RFI #ViolenciaDeGenero #Feminicidio",0,0,activismo
2648,2017-05-17 17:41:21,"8,65E+31",@MartinGuzmanV,Tincho,,,Ya hay fecha para el PARO y la MARCHA contra el funcionario K que AGREDIÓ FÍSICAMENTE A UNA MUJER?? #ViolenciaDeGenero #niunamenos #Ivovich,1,1,activismo
2653,2017-05-17 17:27:27,"8,65E+31",@LauraVRw,lola bunny 🌹,,,#niunamenos,0,2,activismo
2660,2017-05-17 17:18:35,"8,65E+31",@AdsSociales,AdsSociales,,,Continúa la exposición “Feminicidio en México. ¡Ya basta!”,0,0,activismo
2662,2017-05-17 17:12:46,"8,65E+31",@zinniaqc,Zinnia Quirós Chacón,,,Ya disfrutando de los relatos contra la violencia machista organizado por @F_LuzCasanova #VivasNosQueremos #NiUnaMenos,0,1,activismo
2663,2017-05-17 17:11:43,"8,65E+31",@Cebarrero,Cecilia Barrero,,,Por favor #niunamenos,0,0,activismo
2668,2017-05-17 17:05:25,"8,65E+30",@VictorMNobrega,Marcelo Nóbrega,,,"Acto #25DeMayo Esc de m/hijos prepara chicos disgfrazados de docentes, NiUnaMenos, Madres y etcs protestando contra un ""gobierno imaginario""",0,0,activismo
2676,2017-05-17 16:54:56,"8,65E+31",@La_Coperacha,La Coperacha,,,"#Cooperativas se suman a las voces que piden esclarecimiento del caso #Lesvy

#NiUnaMenos",0,1,activismo
2677,2017-05-17 16:53:46,"8,65E+31",@pinara1,Comp.Ara 🌷,,,"#NiUnaMenos
#VivasNosQueremos
#ViolenciaDGenero @AnonymousAolam @sangrederebelde @alymon @chihuastequiero @KU_BANUH",32,9,activismo
2686,2017-05-17 16:29:55,"8,65E+31",@natytorresg,Nataly Torres,,,Nadia Romero @GeoCriticaEc y Michael Baez @MinkaUrbana hablan para @radiocuenca1180 @jasmel_1 sobre el feminicidio en Ecuador #Cuenca,8,7,activismo
2690,2017-05-17 16:22:04,"8,65E+31",@Fercontreras,Fer Contreras,,,"Alcemos la voz; ya basta de tanta violencia, ya basta de tratar a más mujeres como objetos desechables, ya basta de feminicidios.#NiUnaMenos",50,28,activismo
2691,2017-05-17 16:21:01,"8,65E+31",@ashleyaime,Ash♡,,,"Haber chulo #NiUnaMenos es una campaña en contra de los feminicidios, lo que le paso a esa niña no tiene nada que ver com este concepto.",0,0,activismo
2693,2017-05-17 16:19:21,"8,65E+31",@PaolaAndreaNore,Paola Andrea Noreña,,,Conmemoración 5 años del Feminicidio de Rosa Elvira Cely #NiUnaMás #MujerSinMiedo @ConcejoDeBogota,1,2,activismo
2694,2017-05-17 16:18:03,"8,65E+31",@iOzzeLine,Yosseline Perez,,,"Esto no se puede quedar impune!
""De camino a casa/trabajo en todo lugar y en todo momento queremos ser libres, no valientes"" #NiUnaMenos",0,0,activismo
2701,2017-05-17 16:06:00,"8,65E+31",@FONCEP,FONCEP,,,No más feminicidios! Lamentamos la muerte de nuestra compañera --> #NosQueremosVivas #NiUnaMenos,0,0,activismo
2702,2017-05-17 16:04:52,"8,65E+31",@latfemnoticias,LATFEM,,,La @CIDH condena femicidios y travesticidios y reclama a los Estados para prevenirlos: #NiUnaMenos,13,10,activismo
2707,2017-05-17 15:57:15,"8,65E+31",@informenacional,Informe Nacional,,,La Coordinadora de Feminismos convocó a una concentración mañana a las 18:30 en la Plaza Libertad por el feminicidio de Yesica Cohelo,1,0,activismo
2708,2017-05-17 15:55:17,"8,65E+31",@iranzocarmen1,C Iranzo,,,"#24Mayo Día Internc Mujeres x Paz y Desarme""ACTOS @COFZgz Las mujeres siempre construyendo puentes para la PAZ @LaPanteraRossa @feminicidio",1,1,activismo
2712,2017-05-17 15:51:50,"8,65E+31",@IglesiaCucuta,Centro Cristiano,,,¿Cuál es la posición que debemos tomar como cristianos frente al feminicidio? Mañana Conversatorio R21 ¡Haz parte de la respuesta!,0,1,activismo
2713,2017-05-17 15:48:08,"8,65E+31",@ashleyaime,Ash♡,,,"Disculpe las molestias, pero nos están matando. #VivasNosQueremos #NiUnaMenos",0,2,activismo
2717,2017-05-17 15:42:05,"8,65E+30",@GCommunitiesNic,PGL,,,La exposición es una manera de recordar a las mujeres víctimas de #femicidio #Vivaslasqueremos @G_Communities,3,1,activismo
2718,2017-05-17 15:39:20,"8,65E+31",@maialivachoff,Mai ♡,,,"Libertad para Higui.
Vamos todos a la Plaza de Mayo.
Presa por ser lesbiana y defenderse de un ataque sexual. #NiUnaMenos",1,1,activismo
2719,2017-05-17 15:38:35,"8,65E+31",@barbarabbok,Barbara Biaiñ,,,"@MoralesGerardo1 torturador d Conductoras Sociales @mauriciomacri cínico, evasor offshore, cómplice #LiberenAMilagro #NiUnaMenos HLVS",0,0,activismo
2720,2017-05-17 15:37:52,"8,65E+31",@MarceAlcortaok,Marcelo Alcorta,,,#NiUnaMenos tomemos conciencia todos. Denuncia La Violencia contra las mujeres . Llama al 144 @RojkesSilvia,2,4,activismo
2723,2017-05-17 15:35:42,"8,65E+31",@cupp_uba,CUPP,,,"Charla/Debate #MujeresAlPoder en #FFYL #UBA con @martadillon de @NiUnaMenos_, @marialgarrigos, Laura Sotelo, @MarielBruno y @giselamarziotta",17,24,activismo
2725,2017-05-17 15:32:44,"8,65E+31",@elenaap1967,Elena Apilánez,,,"""Viólenlas y tírenlas al río"" Mañana en la Llajta plantón de rabia a 09.00 hs #NiUnaMenos
#Bolivia
#Tapacarí
#ViolenciaPolítica",1,0,activismo
2730,2017-05-17 15:29:51,"8,65E+31",@blassanchezOK,#NiUnaMenos Blas,,,Aparición con vida ya de #DaianaGarnica! #NiUnaMenos #ElEstadoEsResponsable,0,0,activismo
2733,2017-05-17 15:23:26,"8,65E+31",@RoFerrerIlustra,#ROFerrer,,,"¡ El 3/6 volvemos a #PlazaDeMayo! ¡Juntas, sin miedo y cada vez más empoderadas! Y QUIERO A #HIGUI AHÍ! #VivasyLibresNosQueremos #NiUnaMenos",18,21,activismo
2738,2017-05-17 15:17:37,"8,65E+31",@esdepolitologos,Es De Politólogos,,,"#EsDePolitólogos
#NoHomofobia
@ClaudiaLopez @PARCESong @VIRALCDMX @ONU_derechos @RIDH_INHR @ONUMujeresMX @NiUnaMenos_ @UCRDN @Pacifistacol",19,45,activismo
2747,2017-05-17 15:10:49,"8,65E+31",@markostheking2,Marcos Lopez,,,"#NiUnaMenos Fran, pero eso sí, igualdad por favor...",0,0,activismo
2751,2017-05-17 15:05:18,"8,65E+31",@emimosna,emimos,,,Action For Teodora vía @YouTube #amnistiainternacional #derechoshumanos #abortolegal #niunamenos,0,2,activismo
2752,2017-05-17 15:02:02,"8,65E+31",@LaTecnoFM,La Tecno,,,"#NosDuelen56 #NosFaltan41 #NiUnaMenos Sarvía Isel Barrientos Reyes, 14 años.
Justicia por #LasNiñasDeGuatemala
Ilustración: Diana De Pietri",3,2,activismo
2755,2017-05-17 15:00:32,"8,65E+31",@KoalaSuspicaz,DeNingunísimaManera ♀,,,"#NiUnaMenos #VivasNosQueremos #Basta!!!!!!
12 en lo que va del año! DOCE! Estadísticamente superamos a Argentina!",34,29,activismo
2756,2017-05-17 14:58:28,"8,65E+31",@vertruska,Vertruska Vyr,,,Despierta Colombia! Nos estan matando! #EsamosEnGuerra #NiUnaMenos #ElFeminismoEsLaCura,0,0,activismo
2761,2017-05-17 14:52:39,"8,65E+31",@estherpinedag,Esther Pineda G,,,Por tu culpa: feminicidio y revictimización vía @ContrapuntoVzla,1,0,activismo
2762,2017-05-17 14:51:59,"8,65E+30",@_Niunamenos,NiUnaMenos,,,17 de mayo #DíaContraLaHomofobia Hermosamente penetrable,0,1,activismo
2763,2017-05-17 14:48:46,"8,65E+30",@AzuladoOrg,Azulado,,,"Libertad para decir lo que pensamos, defender lo que somos y caminar tranquilas! Libertad para todas! #LibertadParaHigui #NiUnaMenos",0,1,activismo
2764,2017-05-17 14:48:19,"8,65E+31",@salcofa,Salva Colecha,,,Buenas Tardes. Conoces a Miguel? Hijos de la violencia de Género. #NiUnaMenos #LosNiñosSonVíctimas,1,0,activismo
2765,2017-05-17 14:47:58,"8,65E+31",@MonteCarlo930,Radio Monte Carlo,,,Convocaron a marcha por femicidio en Rivera -,0,0,activismo
2766,2017-05-17 14:43:18,"8,65E+31",@gracimou,Gramou,,,#NIUNAMENOS,0,0,activismo
2768,2017-05-17 14:42:29,"8,65E+31",@Giufauser,Giuliano Serventi,,,#NiUnaMenos,0,1,activismo
2769,2017-05-17 14:40:46,"8,65E+31",@estherpinedag,Esther Pineda G,,,"Esta semana en mi columna #DiversidadenPerspectiva ""Por tu culpa: #feminicidio y revictimización""",0,0,activismo
2777,2017-05-17 14:33:55,"8,65E+31",@Lopeciitaaa,Lu Lopez,,,#NiUnaMenos,0,1,activismo
2782,2017-05-17 14:28:46,"8,65E+31",@MatildeHuertaGa,Matilde Huerta,,,"HORRIBLE, INSOPORTABLE @feminicidio",1,1,activismo
2783,2017-05-17 14:28:34,"8,65E+31",@romero_mic,Miculis,,,"Cuantos hijos del patriarcado estan libres la puta que te parió!!!! 
#Hoy #Justicia #LibertadParaHigui #NiUnaMenos",0,0,activismo
2790,2017-05-17 14:24:02,"8,65E+31",@huitzilxpochtli,Mixel,,,TW: Feminicidio #NiUnaMenos #VivasNosQueremos #Honduras,0,0,activismo
2791,2017-05-17 14:22:57,"8,65E+31",@TucSinFiltro,Tucumán Sin Filtro,,,#NiUnaMenos #VivaLaQueremos : masiva marcha por la aparición con vida de Daiana,0,0,activismo
2799,2017-05-17 14:07:48,"8,65E+31",@jandrosolari,JandroPresidente,,,#NiUnaMenos,0,0,activismo
2806,2017-05-17 14:02:08,"8,65E+31",@PanyRosas_Arg,Pan y Rosas,,,#HOY que se escuche bien fuerte #LibertadParaHigui Sin vos no hay #NiUnaMenos @andreadatri @myriambregman,32,42,activismo
2807,2017-05-17 14:02:02,"8,65E+31",@pletrabajadoras,PlenarioTrabajadoras,,,La estrategia de las socialistas frente al ascenso del movimiento de mujeres #NiUnaMenos,3,0,activismo
2814,2017-05-17 13:51:58,"8,65E+31",@Danito8187,daniel81,,,Son nombres de altas cumbias... #niunamenos,0,1,activismo
2818,2017-05-17 13:46:17,"8,65E+31",@rosanarrative,Rosaelena,,,#NiUnaMenos @hrw @amnesty @nytimes @globeandmail @guardian,0,0,activismo
