id,created_at,tweet_id,username,fullname,followers,location,text,retweet_count,favorite_count,clasificacion
49,2017-03-15 21:35:51,"8,42E+31",@kingnefilim07,"Yo, El Rey",,,Con esta el #NiUnaMenos no vale ehhh....,0,3,opinion
50,2017-03-15 21:35:16,"8,42E+31",@IMMORELOS,IMMorelos,,,Feminicidio: 40 a 70 años de prisión. Eduquemos a la niñez libre de violencia #RompeelCirculo #morelos,0,0,reporte
51,2017-03-15 21:30:06,"8,42E+31",@elcolef,El Colef,,,#PróximoEvento Feminicidio / femicidio palabra antisistémica del sur global,2,3,activismo
52,2017-03-15 21:26:42,"8,42E+31",@AFondoEdomex,A Fondo Edomex,,,"LA COLUMNA ROTA: Elena Arlette, un feminicidio encubierto",15,5,reporte
53,2017-03-15 21:20:13,"8,42E+31",@prodavinci,Prodavinci,,,"Argentina, pionera en la lucha de género al grito de #NiUnaMenos; por Macarena Gagliardi",3,3,activismo
54,2017-03-15 21:19:47,"8,42E+31",@paoyarzo,andres sandoval,,,No es por ser malintencionado pero a este paso vamos por #unamenos y no #niunamenos. Ke onda la sociedad??,0,0,opinion
55,2017-03-15 21:17:08,"8,42E+31",@noirpapillon_,•HYGGE•,,,dsps se cuelgan el cartel #niunamenos chicas!!!,3,5,opinion
56,2017-03-15 21:16:57,"8,42E+31",@Sesgismundovida,Segismundo,,,#Porellas @NiUnaMenos_ Porque además nos están asesinando ante la indolente actitud de un sistema patriarcal y paternalista. @gisb_sus,0,0,opinion
57,2017-03-15 21:15:09,"8,42E+31",@Revolucion3_0,Revolución 3.0,,,"Con signos de violencia y tiro de gracia, encuentra cuerpo de Reyna; feminicidio 20 en Puebla durante 2017",11,3,reporte
58,2017-03-15 21:11:58,"8,42E+31",@iabierta,Izquierda Abierta,,,"En la vigilia por las 40 niñas asesinadas en Guatemala. No fue el fuego, fue feminicidio #FueElEstado #NiUnaMenos",23,15,reporte
59,2017-03-15 21:00:59,"8,42E+31",@CCOOAM,CCOOAM,,,"#FueElEstado, Guatemala responsable del feminicidio de decenas de niñas. #NosQueremosVivas @ConsueloNS",0,0,reporte
60,2017-03-15 20:57:15,"8,42E+31",@AGEPEBA,AGEPEBA,,,#NiUnaMenos Brutal represión en Ezeiza contra mujeres que reclamaban por comida,1,0,reporte
61,2017-03-15 20:50:47,"8,42E+31",@Ergumenegilda,Ergu Menegilda,,,Dejá de hablar de pavadas. Volvé a lo importante. #8M #NiUnaMenos #Vivasnosqueremos,0,0,opinion
62,2017-03-15 20:43:44,"8,42E+31",@MauraNaslyMosq,Maura Nasly Mosquera,,,"Hijas e hijos de mujeres asesinadas, víctimas ignoradas del feminicidio",0,0,reporte
63,2017-03-15 20:36:18,"8,42E+31",@lareirinha,lareirinha,,,"Retweeted #NIUNAMENOS (@McFlonesPuddRed):

#RepúblicaEsTransparencia un sistema que acabe con las miserias y...",0,1,opinion
64,2017-03-15 20:35:08,"8,42E+31",@revistzonalibre,Revista Zonalibre,,,"Rocío de Moreno visitó Babahoyo junto a la Brigada ""Las Manuelas"" @LasManuelasEc #NiUnaMenos #TodaUnaVida",1,0,activismo
65,2017-03-15 20:34:07,"8,42E+31",@Alejandra_Her_,Alejandra 📸,,,#ElDiaDeHoyEsEspecialPorque les enseñaré que los celos pueden matar y contabilizar un feminicidio más.,14,25,opinion
66,2017-03-15 20:25:16,"8,42E+31",@AIETIcomunica,AIETI,,,#FueElEstado por eso pedimos justicia ha sido #feminicidio @RedLatinas @FondoCalala @entrepobles @AIETIcomunica,4,4,opinion
67,2017-03-15 20:23:33,"8,42E+31",@AndreaMelchuu,~ melchupilami ~,,,"¿¿¡¡Hola!!?? Por favor, que ha habido un puto enfermo capaz de explotar su casa con tal de asesinar a su mujer. ESTOY FLIPANDO #NiUnaMenos",1,0,opinion
68,2017-03-15 20:23:30,"8,42E+31",@zona3noticias,ZONA 3,,,Formalizan propuesta para aumentar castigo por #feminicidio #SegundaEmisión,1,1,reporte
69,2017-03-15 20:21:19,"8,42E+31",@Editorialunlp,Editorial UNLP,,,"En el mes de la mujer, nuestra serie ""Género"" para seguir levantando estas banderas #NiUnaMenos #VivasNosQueremos",1,1,activismo
70,2017-03-15 20:20:23,"8,42E+31",@05Cesgar,Ces----gar ART..39,,,"CON @EPN Y EL CHAPITAS
Violencia en #Edomex: Triple feminicidio en #Teotihuacán y 
 #Ecatepec ejecución de 4 hombres",0,0,reporte
71,2017-03-15 20:16:24,"8,42E+31",@1070noticias,1070 Radio Noticias,,,Pretende endurecer las penas de cárcel en casos de feminicidio -,1,0,reporte
72,2017-03-15 20:15:17,"8,42E+31",@MeliSciar,Wise Girl,,,Mi viejo se hace el niunamenos por facebook y una vez le regaló una batidora a mi vieja por el día de la madre para que le haga LICUADO,0,2,opinion
73,2017-03-15 20:11:21,"8,42E+31",@JCedocut,Juventud CEDOCUT,,,"Retweeted Fernanda (@ferpacheco81):

Vigilia por el feminicidio colectivo de #LasNiñasDeGuatemala. #FueElEstado...",3,1,reporte
74,2017-03-15 20:10:55,"8,42E+31",@CronicaTV,Crónica Televisión,,,#Balvanera | #NiUnaMenos: tomaron el Consejo Nacional de la Mujer,13,8,reporte
75,2017-03-15 20:09:50,"8,42E+31",@pitgonzalez_76,Pedro Gonzalez C.,,,@LuchodeChile @Carolabrethauer #TacoClave son los mismos que dan rating los que despues van x #NiunaMenos,2,0,opinion
76,2017-03-15 20:06:59,"8,42E+31",@FinDeCuenta,Eduardo D. Soria,,,"Retweeted #NiUnaMenos pmalanca (@patmalanca):

Fotos de la Marcha por la Soberanía del Lago Escondido en El...",0,0,opinion
77,2017-03-15 20:04:12,"8,42E+31",@Nathie_fr,Nathalia Freire,,,#NiUnaMenos ahora quieren que comience el feminicidio en el vientre de su madre. No es de extrañarse q se esté perdiendo el valor de la vida,1,0,opinion
78,2017-03-15 20:04:05,"8,42E+31",@EticaA,Ética con aspirinas,,,Informe sobre Feminicidio en Euskadi y Navarra 2010-2015 @mugarikgabe @feminicidio @MarDzB,9,7,reporte
79,2017-03-15 20:03:40,"8,42E+31",@adnciudad,Adn Ciudad,,,"TOBILLERAS, MUJERES SEGURAS #tobilleras #mujeresseguras #niunamenos @SeguridadBA @LaFiscaliaCABA",0,1,activismo
80,2017-03-15 20:03:38,"8,42E+31",@koba2105,Héctor Ortega Mtz,,,"Con signos de violencia y tiro de gracia, encuentra cuerpo de Reyna; feminicidio 20 en Puebla durante 2017",1,0,reporte
81,2017-03-15 20:02:57,"8,42E+31",@belgrano_lc,La Cámpora Belgrano,,,"#NiUnaMenos pasó de ser Política de Estado a slogan de campaña.
Las mujeres no regalan ni un derecho.
#EstadoAusente #MujeresDePie",3,6,reporte
82,2017-03-15 20:01:03,"8,42E+31",@TerraChile,Terra Chile,,,#NiUnaMenos Infórmate!,2,2,opinion
83,2017-03-15 19:57:06,"8,42E+30",@yeremi_oficial,ılLAPIZ CONCIENTElı™,,,Violencia en Edomex: Triple feminicidio en Teotihuacán y en Ecatepec ejecución de 4 hombres -…,0,0,reporte
84,2017-03-15 19:51:23,"8,42E+31",@leokamis,❤((Leito)) ❤,,,Que lindo las #NiUnaMenos,1,0,opinion
85,2017-03-15 19:51:20,"8,42E+31",@Bibi_Negra,Bibiana Saavedra,,,cuéntame cómo has dado acompañamiento y seguimiento a los casos de feminicidio y desaparición de mujeres en #Ecatepec #Demagogia,0,2,opinion
86,2017-03-15 19:49:58,"8,42E+31",@TerraChile,Terra Chile,,,"Eventual femicidio se registra esta madrugada en Molina, Región del Maule #NIUNAMENOS",0,1,reporte
87,2017-03-15 19:46:54,"8,42E+31",@Merche_RG,Merche Ruiz-Gimenez,,,#FueElEstado exigimos justicia ante el Feminicidio de 40 niñas guatemaltecas,0,1,reporte
88,2017-03-15 19:45:00,"8,42E+31",@FerEspinosaMo,Fernanda Spinoza,,,"#NiUnaMenos si tocan a una, nos tocan a todas",0,0,opinion
89,2017-03-15 19:43:54,"8,42E+31",@EcuadorEtxea,Ecuador Etxea,,,"Contra el feminicidio colectivo de 43 niñas en GUATEMALA #FueElEstado
15/03/17 #Bilbao @CoordinadoraFem @laCuerda_GT",73,45,reporte
90,2017-03-15 19:43:43,"8,42E+31",@ioluisp,Luís,,,#niunamenos basta ya de que escoria humana como esta coarte la libertad de la mitad de la población. a la víctima y sus ovarios.,0,0,opinion
91,2017-03-15 19:39:43,"8,42E+31",@UGT_ILUNION_OUT,UGT ILUNION Outsourc,,,Diez años de lucha contra la violencia de género: 400.000 víctimas bajo vigilancia policial #NiunaMas #Niunamenos,0,0,opinion
92,2017-03-15 19:39:35,"8,42E+31",@onumujeressv,ONUMujeresElSalvador,,,En #CSW61 Mesa sobre feminicidio moderado por Luiza Carvalho Direct. Regional @ONUMujeres con participación de Adriana Quiñones Repr. Guat.,24,26,reporte
93,2017-03-15 19:37:15,"8,42E+31",@AlFeminicidio,Alto al feminicidio,,,"Todo pendiente; en las 3 últimas Legislaciones; informes de Fiscales, investigadores de ONU, Peritos, genética, Todo! feminicidio olvidado.",0,0,opinion
94,2017-03-15 19:34:17,"8,42E+31",@maricelacj,Maricela Contreras,,,"TRES MUJERES TORTURADAS Y ASESINADAS se encontraron esta mañana en baldío de #Tehotihuacán, #EdoMéx #feminicidio 49,50y51 #bastadeviolencia",8,3,reporte
95,2017-03-15 19:31:57,"8,42E+31",@nciudad,Nueva Ciudad,,,#NIUNAMENOS | Se trata de una sentencia que logró proteger a la víctima de su agresor. ¿Qué dijeron los jueces?,6,4,opinion
96,2017-03-15 19:30:52,"8,42E+31",@PrimerNoticiaMx,PrimeroNoticiasMX,,,Edomex: Reportan triple feminicidio en Teotihuacán; en Ecatepec ejecutan a 4 hombres: vía @YouTube,0,0,reporte
97,2017-03-15 19:27:16,"8,42E+31",@rahreplica,políticas dl palabra,,,La lengua dl #feminicidio utiliza el significante 'cuerpo femenino'`para indicar la posición d lo q puede ser sacrificado x un bien mayor',1,1,opinion
98,2017-03-15 19:24:33,"8,42E+31",@hpititiminisky,#Bajenelgastopublico,,,"Para descalificar a @liliantintori, los K quemaron las banderas de patria grande, #niunamenos y el derecho a opinar, al mismo tiempo.",0,0,opinion
99,2017-03-15 19:22:23,"8,42E+31",@MelFabra,Mël,,,Hoy en 'esto debe ser una broma' y 'dejad de normalizar el feminicidio';,0,0,opinion
100,2017-03-15 19:18:29,"8,42E+31",@AndreMalquin,Andrea Malquin M.,,,Mañana estaremos en el Parque Calderón en la vigilia por el feminicidio colectivo de niñas en Guatemala. #FueElEstado,11,10,activismo
101,2017-03-15 19:17:03,"8,42E+31",@CentronlineMx,Periódico CENTRO ⭕️,,,"Identifican a mujer asesinada en #Tilapa, le dieron un tiro en el rostro.#Feminicidio 20",0,1,reporte
102,2017-03-15 19:15:01,"8,42E+31",@AndreaMengual,Andrea Mengual.,,,"Y li del feminicidio es invento de las ""feminazis""",0,0,opinion
103,2017-03-15 19:13:36,"8,42E+31",@HollabackCuenca,Hollaback! Cuenca,,,Invitación a la ciudadanía a la vigilia por el feminicidio colectivo de niñas en #Guatemala. #FueElEstado #NiUnaMenos,7,5,opinion
104,2017-03-15 19:11:56,"8,42E+31",@GrupoDeAccionDH,Grupo de Acción DH,,,En Madrid exigimos justicia por el #Feminicidio colectivo de 43 niñas en #Guatemala #NoFueElFuego #FueElEstado,0,1,opinion
105,2017-03-15 19:10:44,"8,42E+31",@EstelitaNu33,EstelaNuñez☼#YoDono,,,Esta es la página de @NehuenRubio2 contra #violencoaDeGénero #NiUnaMenos LLAMA 144 x FAVOR RT … … … …,4,1,opinion
106,2017-03-15 19:05:39,"8,42E+31",@ferpacheco81,Fernanda,,,"Vigilia por el feminicidio colectivo de #LasNiñasDeGuatemala. #FueElEstado 
Jueves 18:00 Parque Calderón 
#Cuenca",52,54,activismo
107,2017-03-15 19:04:40,"8,42E+31",@providacm,ProvidaCM,,,: RT busdevel95: ¿Servicio o “empoderamiento” de la mujer”? #NiUnaMenos pero abogan aborto? contradicción feminist…,0,0,opinion
108,2017-03-15 19:01:59,"8,42E+31",@m_alfredo,M. Alfredo Gomez,,,Feminicidio 19: Encuentran a atlixquense asesinada de un balazo en la cara,0,0,opinion
109,2017-03-15 19:01:35,"8,42E+31",@LaIzcallense,Cuautitlán Izcalli,,,FEMINICIDIO #53: Encuentran muerta a una joven en cuarto que rentaba en Naucalpan,0,0,reporte
110,2017-03-15 19:01:09,"8,42E+31",@IzqSocialista,Izquierda Socialista,,,"Paramos las mujeres / Ferroviarias a las vías / Basta de represión a las mujeres
Cc: @MujeresIzqSoc
#NiUnaMenos",10,10,opinion
111,2017-03-15 19:00:11,"8,42E+31",@NoQuedeEnLaNada,QueNoQuedeEnLaNada,,,"Entrevista #CorinaFernandez , víctima de #ViolenciaDeGenero
Link: 
Cc @RADIOZONICA #NiUnaMenos #VivasNosQueremos",2,3,reporte
112,2017-03-15 18:57:20,"8,42E+31",@DiakoniaGuate,Diakonia Guatemala,,,El trágico mapa que muestra las cifras de feminicidios en América Latina: #NiUnaMenos #HogarSeguro,1,0,opinion
113,2017-03-15 18:55:15,"8,42E+31",@Heyyou_,Eliana Adams,,,"12 femicidios en las 11 semanas que van del año. 

#NiUnaMenos #VivasNosQueremos",3,3,opinion
114,2017-03-15 18:53:58,"8,42E+31",@jbellande_ar,Juancho ♡ Λર,,,Un peronista hablando de como bajar la pobreza es como si Barreda organiza la marcha #niUnaMenos,1,2,opinion
115,2017-03-15 18:53:52,"8,42E+31",@GWilliam2015,guillermo padilla,,,vuestra tolerancia al feminicidio de algunos países y hasta os declarais progres y feministas en aras de la tolerancia multicultural y tal..,0,0,opinion
116,2017-03-15 18:52:15,"8,42E+31",@odesyr,Odesyr AC,,,"#Feminicidio 18 Reyna Angélica fue encontrada muerta con un disparo de arma de fuego en un paraje de Tilapa, #Puebla",6,1,reporte
117,2017-03-15 18:51:36,"8,42E+31",@SuperTuittero,SuperTuittero,,,#Almomento Edomex: Reportan triple feminicidio en Teotihuacán; en Ecatepec ejecutan a 4 hombres -…,0,0,reporte
118,2017-03-15 18:51:34,"8,42E+31",@nikokevor,ESmiCUMPLExdLOLbrou,,,"me gusta tu busto
Que lindos senos 
Acompáñame al arbusto
#niunamenos",0,2,opinion
119,2017-03-15 18:51:20,"8,42E+31",@TiffanyNohara,#TiffanyNohara ❤,,,#Noticias_destacadas Edomex: Reportan triple feminicidio en Teotihuacán; en Ecatepec ejecutan… via @TaylorComunica,0,0,reporte
120,2017-03-15 18:47:24,"8,42E+31",@sintesisweb,Periódico Síntesis,,,#Municipios | Se registra nuevo feminicidio en Tilapa,0,0,reporte
121,2017-03-15 18:41:29,"8,42E+31",@LucisLux7,UmbraLux,,,"increible,#NiUnaMenos el patovica casi mata a la chica a golpes,lo sueltan y el mismisim #IntendenteArroyo le restituye empleo en el Estado",0,0,reporte
122,2017-03-15 18:40:43,"8,42E+31",@tvislamujeres,TVISLAMUJERES,,,Violencia en Edomex: Triple feminicidio en Teotihuacán y en Ecatepec ejecución de 4 hombres,0,0,reporte
123,2017-03-15 18:40:19,"8,42E+30",@LaIntolerancia,La Intolerancia,,,Feminicidio 19: Encuentran a atlixquense asesinada de un balazo en la cara,6,0,reporte
124,2017-03-15 18:38:54,"8,42E+31",@vivianafcm,viviana cares,,,Tratas de negra a una persona y tu foto es #Niunamenos ... UBICATE!,0,4,opinion
125,2017-03-15 18:31:34,"8,42E+31",@CarpioL_,luisina,,,#niunamenos no aprendieron nada del tetazo estas wachitas xdios,0,1,opinion
126,2017-03-15 18:29:39,"8,42E+31",@paciphae,Paciphae,,,"Si claro... la muerta no tiene derecho a nada, ya es un fiambre que importa es sólo una #mujer #niunamenos",0,1,opinion
127,2017-03-15 18:29:21,"8,42E+30",@rios_santiiago,Santiago González,,,"Si asesinan a un travesti, se puede catalogar como un feminicidio?",0,4,opinion
128,2017-03-15 18:26:44,"8,42E+31",@NvaIzq,Nueva Izquierda,,,"Solidaridad con #Guatemala. 
Desde el #PRD nos sumamos a las exigencias de justicia y esclarecimiento del caso. #NiUnaMenos @RafaHSoriano",2,1,opinion
129,2017-03-15 18:25:16,"8,42E+31",@mveronicacb,Vero Nica,,,También hoy en Madrid #vivasnosqueremos,1,0,opinion
130,2017-03-15 18:21:51,"8,42E+31",@pikaramagazine,Pikara Magazine,,,Concentración en Bilbao #NoFueElFuego #FueElEstado #feminicidio #Guatemala,17,15,opinion
131,2017-03-15 18:20:29,"8,42E+31",@UnionporLeganes,ULEG,,,"#ULEG en el acto reivindicativo ""Mujeres y Música para expresarse"". #NiUnaMenos organizado por @AVSanni1 #DíaMujer",10,3,opinion
132,2017-03-15 18:17:53,"8,42E+31",@celiaheras,Celia Heras,,,#FueElEstado Bilbao pide justicia por el feminicidio en Guatemala @mentxuwiki @vllona,2,2,opinion
133,2017-03-15 18:16:34,"8,42E+31",@subrayadomx,Subrayadomx,,,Reportan triple feminicidio en #Teotihuacán,0,0,reporte
134,2017-03-15 18:16:28,"8,42E+31",@nomataras,No Mataras,,,"Exigimos la aparición con vida de Yenilda Patiño.
Basta de desaparecidos en democracia
#NiUnaMenos #VivasNosQueremos",11,11,opinion
135,2017-03-15 18:15:14,"8,42E+31",@PueblaenLinea,Puebla,,,Feminicidio 19: Encuentran a atlixquense asesinada de un balazo en la cara #Puebla,0,0,reporte
136,2017-03-15 18:15:05,"8,42E+31",@revistaproceso,Proceso,,,Edomex: Reportan triple feminicidio en Teotihuacán; en Ecatepec ejecutan a 4 hombres,86,31,reporte
137,2017-03-15 18:12:51,"8,42E+31",@CAAnticapit,Acc. Anticapitalista,,,Os dejamos el comunicado que las compañeras feministas de Guatemala han difundido acerca del feminicidio de 42...,1,1,opinion
138,2017-03-15 18:09:36,"8,42E+31",@LuisManuelArell,Luis Manuel Arellano,,,Recuperar detalles en la muerte de una mujer permite visualizar rasgos de feminicidio en el blog de @Fridaguerrera,1,1,opinion
139,2017-03-15 18:03:24,"8,42E+31",@FGR_SV,Fiscalía El Salvador,,,Instrucción con Detención para seis pandilleros de la 18 acusados de Feminicidio,0,6,opinion
